"VSLR__timestamps","VSLR__prices__High","VSLR__prices__Open","VSLR__prices__Low","VSLR__prices__Close","RUN__timestamps","RUN__prices__High","RUN__prices__Open","RUN__prices__Low","RUN__prices__Close","CSIQ__timestamps","CSIQ__prices__High","CSIQ__prices__Open","CSIQ__prices__Low","CSIQ__prices__Close","PEGI__timestamps","PEGI__prices__High","PEGI__prices__Open","PEGI__prices__Low","PEGI__prices__Close","FSLR__timestamps","FSLR__prices__High","FSLR__prices__Open","FSLR__prices__Low","FSLR__prices__Close","SPWR__timestamps","SPWR__prices__High","SPWR__prices__Open","SPWR__prices__Low","SPWR__prices__Close","JKS__timestamps","JKS__prices__High","JKS__prices__Open","JKS__prices__Low","JKS__prices__Close","ENPH__timestamps","ENPH__prices__High","ENPH__prices__Open","ENPH__prices__Low","ENPH__prices__Close","SEDG__timestamps","SEDG__prices__High","SEDG__prices__Open","SEDG__prices__Low","SEDG__prices__Close","TSLA__timestamps","TSLA__prices__High","TSLA__prices__Open","TSLA__prices__Low","TSLA__prices__Close","AQN__timestamps","AQN__prices__High","AQN__prices__Open","AQN__prices__Low","AQN__prices__Close","DQ__timestamps","DQ__prices__High","DQ__prices__Open","DQ__prices__Low","DQ__prices__Close","AZRE__timestamps","AZRE__prices__High","AZRE__prices__Open","AZRE__prices__Low","AZRE__prices__Close","ASTI__timestamps","ASTI__prices__High","ASTI__prices__Open","ASTI__prices__Low","ASTI__prices__Close","YGEHY__timestamps","YGEHY__prices__High","YGEHY__prices__Open","YGEHY__prices__Low","YGEHY__prices__Close","SUNW__timestamps","SUNW__prices__High","SUNW__prices__Open","SUNW__prices__Low","SUNW__prices__Close","RGSE__timestamps","RGSE__prices__High","RGSE__prices__Open","RGSE__prices__Low","RGSE__prices__Close","EVSI__timestamps","EVSI__prices__High","EVSI__prices__Open","EVSI__prices__Low","EVSI__prices__Close"
"2018-11-09","5.860000134","5.860000134","5.659999847000001","5.809999942999999","2018-11-09","12.59000015","12.47000027","12.21000004","12.30000019","2018-11-09","14.34000015","14.22999954","13.89999962","14.27000046","2018-11-09","20.63999939","20.5","20.20999908","20.54999924","2018-11-09","42.52000046","42.25","41.49000168","42.22000122","2018-11-09","6.360000134","6.150000095","6.099999905","6.25","2018-11-09","9.100000381000001","9.0","8.729999542","8.989999771","2018-11-09","5.809999942999999","5.8000001910000005","5.400000095","5.559999942999999","2018-11-09","38.04000092","37.52000046","36.63000107","37.43000031","2018-11-09","354.0","349.0","345.230011","350.51000980000003","2018-11-09","10.36999989","10.26000023","10.0","10.31999969","2018-11-09","26.23999977","26.01000023","24.69000053","25.62000084","2018-11-09","11.80000019","11.80000019","10.96000004","11.52499962","2018-11-09","0.030999999","0.022000000000000002","0.02","0.030999999","2018-11-09","0.189999998","0.189999998","0.189999998","0.189999998","2018-11-09","3.5","3.430000067","3.150000095","3.276000023","2018-11-09","0.430000007","0.370000005","0.360000014","0.430000007","2018-11-09","11.94999981","11.5","10.80000019","11.19999981"
"2018-11-12","5.8800001139999996","5.8000001910000005","5.6300001139999996","5.639999866","2018-11-12","12.75","12.30000019","12.06000042","12.43999958","2018-11-12","14.27000046","14.27000046","13.72000027","13.85999966","2018-11-12","20.60000038","20.39999962","20.06999969","20.10000038","2018-11-12","43.31999969","42.09999847","41.52000046","42.70999908","2018-11-12","6.570000172","6.239999771","6.190000057000001","6.340000152999999","2018-11-12","9.270000458","9.210000037999999","8.920000076","8.930000305","2018-11-12","5.639999866","5.53000021","5.28000021","5.429999828","2018-11-12","37.43000031","37.11000061","35.13000107","35.18999863","2018-11-12","349.7799988","348.36999510000004","330.3399963","331.2799988","2018-11-12","10.44999981","10.31999969","10.26000023","10.39999962","2018-11-12","25.97999954","25.70999908","24.55999947","25.0","2018-11-12","11.82999992","11.61999989","10.96000004","11.34000015","2018-11-12","0.043000000999999996","0.032499999","0.0285","0.0285","2018-11-12","0.23000000399999998","0.180000007","0.17000000199999998","0.17000000199999998","2018-11-12","3.5","3.325000048","3.150000095","3.289999962","2018-11-12","0.43999999799999995","0.43999999799999995","0.379999995","0.40999999600000003","2018-11-12","12.0","12.0","10.94999981","11.0"
"2018-11-13","5.739999771","5.6199998860000004","5.4499998089999995","5.610000134","2018-11-13","12.72999954","12.47999954","12.02000046","12.13000011","2018-11-13","14.18999958","13.89999962","13.23999977","13.39999962","2018-11-13","20.76000023","20.20000076","20.18000031","20.46999931","2018-11-13","43.33000183","42.95000076","42.0","42.45000076","2018-11-13","6.440000057000001","6.3800001139999996","6.110000134","6.139999866","2018-11-13","9.149999618999999","9.050000191","8.31000042","8.380000114","2018-11-13","5.679999828","5.480000018999999","5.3800001139999996","5.440000057000001","2018-11-13","36.29999924","35.50999832","34.79000092","36.27999878","2018-11-13","344.7000122","333.1600037","332.2000122","338.730011","2018-11-13","10.59000015","10.42000008","10.32999992","10.53999996","2018-11-13","24.29999924","23.01000023","20.35000038","21.43000031","2018-11-13","11.27999973","11.27999973","10.08500004","10.36999989","2018-11-13","0.034000002","0.032499999","0.029999999","0.0319","2018-11-13","0.17000000199999998","0.17000000199999998","0.17000000199999998","0.17000000199999998","2018-11-13","3.359999895","3.220000029","2.835000038","2.9820001130000002","2018-11-13","0.50999999","0.419999987","0.40999999600000003","0.5","2018-11-13","11.5","11.5","10.35000038","11.5"
"2018-11-14","5.809999942999999","5.659999847000001","5.420000076","5.5399999620000004","2018-11-14","12.61499977","12.27000046","12.10999966","12.59000015","2018-11-14","14.10000038","13.46000004","13.43000031","13.71000004","2018-11-14","20.57999992","20.37999916","19.18000031","19.29000092","2018-11-14","43.49000168","43.0","42.02999878","42.54000092","2018-11-14","6.269999981000001","6.170000076","6.03000021","6.079999924","2018-11-14","8.840000153","8.590000153","8.319999695","8.640000342999999","2018-11-14","5.5399999620000004","5.489999771","5.309999943","5.400000095","2018-11-14","37.79999924","36.56000137","36.56000137","37.43000031","2018-11-14","347.10998539999997","342.7000122","337.14999389999997","344.0","2018-11-14","10.76000023","10.57999992","10.5","10.65999985","2018-11-14","22.38999939","21.39999962","21.0","21.62000084","2018-11-14","10.97000027","10.55000019","10.55000019","10.93999958","2018-11-14","0.032400001","0.031800002","0.027000001000000003","0.0295","2018-11-14","0.23000000399999998","0.23000000399999998","0.209999993","0.209999993","2018-11-14","3.135999918","2.904999971","2.904999971","3.00999999","2018-11-14","0.50999999","0.5","0.430000007","0.469999999","2018-11-14","11.94999981","11.5","11.5","11.5"
"2018-11-15","5.650000095","5.510000229","5.400000095","5.559999942999999","2018-11-15","13.18000031","12.42000008","12.22000027","13.11999989","2018-11-15","15.35999966","14.48999977","13.81000042","15.22999954","2018-11-15","19.54999924","19.29000092","19.01000023","19.54999924","2018-11-15","44.16999817","42.31000137","42.24000168","44.08000183","2018-11-15","6.360000134","6.099999905","6.0399999620000004","6.28000021","2018-11-15","9.340000153","8.550000191","8.380000114","9.079999924","2018-11-15","5.579999924","5.360000134","5.1999998089999995","5.5399999620000004","2018-11-15","38.31999969","37.47000122","36.66999817","38.24000168","2018-11-15","348.57998660000004","342.32998660000004","339.0400085","348.44000239999997","2018-11-15","10.77999973","10.61999989","10.60000038","10.67000008","2018-11-15","23.53000069","21.30999947","20.84000015","23.19000053","2018-11-15","11.17000008","10.77000046","10.73799992","11.0","2018-11-15","0.035","0.029999999","0.029999999","0.033","2018-11-15","0.25","0.180000007","0.180000007","0.25","2018-11-15","3.00999999","3.003000021","2.7300000189999998","2.8139998910000004","2018-11-15","0.50999999","0.469999999","0.43999999799999995","0.49000001","2018-11-15","11.94999981","11.94999981","10.75","11.89999962"
"2018-11-16","5.8000001910000005","5.53000021","5.512000083999999","5.760000229","2018-11-16","13.18000031","13.03999996","12.55000019","13.06999969","2018-11-16","16.19000053","15.34000015","15.14999962","16.0","2018-11-16","20.22999954","19.56999969","19.56999969","20.21999931","2018-11-16","44.68000031","43.25","43.16999817","44.36999893","2018-11-16","6.599999905","6.239999771","6.239999771","6.510000229","2018-11-16","9.43999958","8.869999886","8.840000153","9.279999733","2018-11-16","5.5500001910000005","5.4600000379999996","5.239999771","5.4499998089999995","2018-11-16","38.79999924","37.74000168","37.74000168","38.59999847","2018-11-16","355.7000122","345.19000239999997","345.11999510000004","354.30999760000003","2018-11-16","10.68999958","10.64999962","10.5","10.55000019","2018-11-16","24.56999969","23.10000038","23.10000038","24.25","2018-11-16","11.02999973","11.02999973","10.80000019","10.80000019","2018-11-16","0.035","0.033","0.031500001","0.034899998","2018-11-16","0.25","0.239999995","0.180000007","0.25","2018-11-16","2.967999935","2.821000099","2.821000099","2.835000038","2018-11-16","0.5699999929999999","0.49000001","0.47999998899999996","0.540000021","2018-11-16","12.39999962","12.0","11.64999962","11.94999981"
"2018-11-19","5.921000004","5.71999979","5.599999905","5.860000134","2018-11-19","12.97999954","12.77000046","12.39000034","12.78999996","2018-11-19","16.5","16.03000069","15.85999966","16.31999969","2018-11-19","20.54000092","20.13999939","19.98999977","20.28000069","2018-11-19","44.88999939","44.13000107","43.50999832","43.93999863","2018-11-19","6.5500001910000005","6.489999771","6.239999771","6.349999905","2018-11-19","9.399999618999999","9.149999618999999","8.93999958","9.06000042","2018-11-19","5.440000057000001","5.429999828","5.210000038","5.289999962","2018-11-19","39.06000137","38.58000183","38.11999893","38.50999832","2018-11-19","366.75","356.3399963","352.88000489999996","353.4700012","2018-11-19","10.57999992","10.56999969","10.47999954","10.52000046","2018-11-19","25.39999962","24.23999977","23.72999954","24.19000053","2018-11-19","11.13000011","10.80000019","10.80000019","10.92000008","2018-11-19","0.059999999000000005","0.033","0.032000002","0.035999998","2018-11-19","0.280000001","0.180000007","0.17000000199999998","0.17000000199999998","2018-11-19","2.926000118","2.8699998860000004","2.835000038","2.91899991","2018-11-19","0.600000024","0.550000012","0.50999999","0.560000002","2018-11-19","12.0","12.0","11.25","12.0"
"2018-11-20","6.099999905","5.7899999620000004","5.75","6.070000172","2018-11-20","12.51000023","12.51000023","11.60000038","11.80000019","2018-11-20","16.35000038","16.05999947","15.72999954","16.18000031","2018-11-20","20.31999969","20.31999969","19.79000092","20.0","2018-11-20","43.04000092","43.0","41.81999969","42.04999924","2018-11-20","6.3000001910000005","6.21999979","5.900000095","5.989999771","2018-11-20","9.0","8.880000114","8.350000381000001","8.909999847","2018-11-20","5.28000021","5.170000076","4.809999943","4.920000076","2018-11-20","38.08000183","37.43000031","36.84000015","37.29000092","2018-11-20","349.7999878","341.75","333.5499878","347.48999019999997","2018-11-20","10.5","10.5","10.32999992","10.35999966","2018-11-20","23.57999992","23.53000069","22.19000053","23.0","2018-11-20","10.85000038","10.80799961","10.64999962","10.72999954","2018-11-20","0.044500001","0.044000000000000004","0.029999999","0.029999999","2018-11-20","0.200000003","0.189999998","0.17000000199999998","0.17000000199999998","2018-11-20","3.11500001","2.933000088","2.835000038","3.11500001","2018-11-20","0.560000002","0.550000012","0.519999981","0.550000012","2018-11-20","12.0","12.0","11.0","11.25"
"2018-11-21","6.157999992000001","6.070000172","5.900000095","5.9499998089999995","2018-11-21","12.32400036","11.86999989","11.77999973","12.28999996","2018-11-21","16.69000053","16.27000046","15.94999981","16.5","2018-11-21","20.43000031","20.03000069","19.86000061","20.21999931","2018-11-21","42.90000153","42.65999985","42.04000092","42.59999847","2018-11-21","6.139999866","6.0399999620000004","5.9600000379999996","6.059999942999999","2018-11-21","9.300000191","8.970000267","8.949999809","9.180000305","2018-11-21","5.139999866","4.980000018999999","4.889999866","5.079999924","2018-11-21","38.72000122","37.79000092","37.47999954","38.08000183","2018-11-21","353.10000610000003","352.0","337.39999389999997","338.19000239999997","2018-11-21","10.53999996","10.36999989","10.36999989","10.5","2018-11-21","24.12999916","23.54999924","23.09000015","23.95999908","2018-11-21","10.64999962","10.64999962","10.64999962","10.64999962","2018-11-21","0.032499999","0.029999999","0.0275","0.028000001","2018-11-21","0.189999998","0.180000007","0.180000007","0.180000007","2018-11-21","2.974999905","2.974999905","2.835000038","2.835000038","2018-11-21","0.589999974","0.550000012","0.5299999710000001","0.550000012","2018-11-21","11.75","10.0","8.5","11.0"
"2018-11-23","5.980000018999999","5.900000095","5.659999847000001","5.670000076","2018-11-23","12.65499973","12.14000034","12.01000023","12.42000008","2018-11-23","16.95000076","16.32999992","16.21999931","16.54999924","2018-11-23","20.54999924","20.05999947","19.95000076","20.35000038","2018-11-23","43.84999847","42.06000137","42.06000137","43.34000015","2018-11-23","6.21999979","6.0","6.0","6.059999942999999","2018-11-23","9.479999542","9.020000458","9.020000458","9.220000267","2018-11-23","5.21999979","4.989999771","4.960000038","5.210000038","2018-11-23","40.13999939","37.74000168","37.65000153","39.97999954","2018-11-23","337.5","334.35000610000003","325.5499878","325.82998660000004","2018-11-23","10.55000019","10.5","10.44999981","10.52000046","2018-11-23","24.12000084","23.48999977","23.48999977","23.79000092","2018-11-23","11.05000019","10.71000004","10.71000004","11.05000019","2018-11-23","0.032499999","0.028000001","0.0242","0.028000001","2018-11-23","0.300000012","0.21999999899999997","0.21999999899999997","0.25","2018-11-23","3.11500001","3.11500001","2.7300000189999998","2.8699998860000004","2018-11-23","0.639999986","0.579999983","0.560000002","0.629999995","2018-11-23","11.5","11.0","9.75","11.5"
"2018-11-26","6.5","5.739999771","5.679999828","6.480000018999999","2018-11-26","13.02999973","12.60000038","12.52000046","13.02999973","2018-11-26","17.15999985","16.80999947","16.62999916","16.69000053","2018-11-26","21.06999969","20.35000038","20.20000076","20.96999931","2018-11-26","44.34999847","43.68999863","43.22999954","43.43000031","2018-11-26","7.170000076","6.159999847000001","6.1199998860000004","7.0500001910000005","2018-11-26","11.10999966","10.43000031","9.81000042","10.64999962","2018-11-26","5.3699998860000004","5.28000021","5.21999979","5.3000001910000005","2018-11-26","40.79999924","39.61999893","39.52500153","40.02000046","2018-11-26","346.2200012","325.0","325.0","346.0","2018-11-26","10.52999973","10.52999973","10.35000038","10.44999981","2018-11-26","24.51000023","24.42000008","22.51000023","22.79000092","2018-11-26","11.17000008","11.03999996","10.40999985","10.40999985","2018-11-26","0.028000001","0.025","0.022299998999999997","0.0228","2018-11-26","0.23000000399999998","0.200000003","0.180000007","0.23000000399999998","2018-11-26","3.01699996","3.01699996","2.625","2.7090001110000004","2018-11-26","0.829999983","0.660000026","0.660000026","0.7699999809999999","2018-11-26","12.0","11.75","9.75","11.5"
"2018-11-27","7.1999998089999995","6.5","6.480000018999999","7.0","2018-11-27","14.14900017","13.09000015","13.05000019","14.10999966","2018-11-27","17.86000061","16.54000092","16.51000023","17.52000046","2018-11-27","20.90999985","20.32999992","20.32999992","20.84000015","2018-11-27","45.20000076","43.20999908","43.04000092","44.86999893","2018-11-27","7.349999905","6.8800001139999996","6.71999979","7.159999847000001","2018-11-27","11.94999981","10.44999981","10.35999966","11.47000027","2018-11-27","5.349999905","5.25","5.210000038","5.320000172","2018-11-27","39.99000168","39.90000153","39.13999939","39.59000015","2018-11-27","346.9599915","340.0499878","335.5","343.92001339999996","2018-11-27","10.51000023","10.43999958","10.35999966","10.43999958","2018-11-27","26.0","22.79999924","22.79999924","25.5","2018-11-27","10.5","10.43999958","10.25","10.25","2018-11-27","0.0273","0.024","0.02","0.02","2018-11-27","0.23000000399999998","0.23000000399999998","0.23000000399999998","0.23000000399999998","2018-11-27","2.7790000439999996","2.660000086","2.660000086","2.667000055","2018-11-27","0.879999995","0.8500000240000001","0.6800000070000001","0.720000029","2018-11-27","11.35000038","11.25","10.10000038","10.10000038"
"2018-11-28","7.440000057000001","7.0","6.784999847000001","7.019999981000001","2018-11-28","14.60000038","14.09000015","13.89999962","14.52999973","2018-11-28","17.96999931","17.55999947","17.48999977","17.75","2018-11-28","21.26000023","20.87000084","20.61000061","20.97999954","2018-11-28","46.09000015","45.5","44.09999847","45.40000153","2018-11-28","7.46999979","7.2100000379999996","7.159999847000001","7.309999942999999","2018-11-28","12.34000015","11.80000019","11.60000038","12.01000023","2018-11-28","5.590000152999999","5.340000153","5.309999943","5.570000172","2018-11-28","42.90000153","40.0","40.0","42.61000061","2018-11-28","348.2799988","345.98999019999997","342.2099915","347.86999510000004","2018-11-28","10.48999977","10.42000008","10.34000015","10.44999981","2018-11-28","27.37000084","25.71999931","25.11000061","27.17000008","2018-11-28","10.5","10.39999962","9.289999962000001","9.520000458","2018-11-28","0.024","0.022000000000000002","0.017999999","0.02","2018-11-28","0.189999998","0.180000007","0.180000007","0.189999998","2018-11-28","2.792999983","2.660000086","2.660000086","2.660000086","2018-11-28","0.7300000190000001","0.6800000070000001","0.610000014","0.6800000070000001","2018-11-28","11.0","10.35000038","10.35000038","10.5"
"2018-11-29","7.110000134","7.0","6.769999981000001","7.0","2018-11-29","14.69999981","14.38000011","14.31000042","14.69999981","2018-11-29","17.88999939","17.75","16.69000053","17.27000046","2018-11-29","21.39999962","21.12000084","20.87000084","21.0","2018-11-29","45.68000031","45.33000183","44.02999878","44.34000015","2018-11-29","7.340000152999999","7.260000229","6.8699998860000004","6.929999828","2018-11-29","12.23999977","12.21000004","11.32999992","11.72999954","2018-11-29","5.570000172","5.570000172","5.400000095","5.420000076","2018-11-29","42.75","42.59999847","41.31000137","41.88000107","2018-11-29","347.5","347.0","339.5499878","341.17001339999996","2018-11-29","10.52999973","10.44999981","10.44999981","10.52999973","2018-11-29","26.96999931","26.96999931","25.72999954","26.0","2018-11-29","10.0","9.56000042","9.510000229","9.510000229","2018-11-29","0.027000001000000003","0.02","0.0195","0.0219","2018-11-29","0.23000000399999998","0.180000007","0.180000007","0.200000003","2018-11-29","2.799999952","2.701999903","2.660000086","2.71600008","2018-11-29","0.699999988","0.6800000070000001","0.649999976","0.649999976","2018-11-29","11.0","10.75","10.75","10.75"
"2018-11-30","5.849999905","5.8000001910000005","5.434999942999999","5.46999979","2018-11-30","14.73099995","14.55000019","14.18000031","14.64999962","2018-11-30","17.27000046","17.21999931","16.72999954","16.89999962","2018-11-30","21.13999939","20.95000076","20.62000084","20.69000053","2018-11-30","44.68000031","44.20999908","43.74000168","44.45000076","2018-11-30","7.0","6.889999866","6.7100000379999996","6.849999905","2018-11-30","11.85999966","11.75","11.48999977","11.56999969","2018-11-30","5.480000018999999","5.3800001139999996","5.269999981000001","5.400000095","2018-11-30","41.27999878","41.04000092","38.29000092","38.93000031","2018-11-30","351.60000610000003","341.82998660000004","338.26000980000003","350.480011","2018-11-30","10.60999966","10.48999977","10.48999977","10.59000015","2018-11-30","26.40999985","25.95000076","25.56999969","26.12000084","2018-11-30","10.13000011","9.659999847","9.659999847","10.13000011","2018-11-30","0.022299998999999997","0.0219","0.02","0.021400001000000002","2018-11-30","0.23000000399999998","0.209999993","0.180000007","0.180000007","2018-11-30","2.8699998860000004","2.7720000739999997","2.660000086","2.701999903","2018-11-30","0.6800000070000001","0.660000026","0.639999986","0.649999976","2018-11-30","10.75","10.75","10.5","10.75"
"2018-12-03","5.71999979","5.5500001910000005","5.480000018999999","5.570000172","2018-12-03","15.0","15.0","14.52999973","14.90999985","2018-12-03","17.62000084","17.46999931","16.94000053","17.30999947","2018-12-03","21.18000031","20.81999969","20.59000015","20.98999977","2018-12-03","47.79000092","45.90000153","45.54999924","46.40000153","2018-12-03","7.099999905","7.059999942999999","6.8800001139999996","6.980000018999999","2018-12-03","12.25","12.22000027","11.65999985","11.96000004","2018-12-03","5.809999942999999","5.579999924","5.559999942999999","5.78000021","2018-12-03","40.08000183","39.95999908","38.58000183","39.90000153","2018-12-03","366.0","360.0","352.0","358.48999019999997","2018-12-03","10.72999954","10.67000008","10.59000015","10.69999981","2018-12-03","27.86000061","27.13999939","26.12000084","26.5","2018-12-03","11.47999954","10.64999962","10.01000023","10.19999981","2018-12-03","0.022969999999999997","0.021400001000000002","0.018999999","0.0229","2018-12-03","0.25","0.189999998","0.189999998","0.25","2018-12-03","2.694999933","2.694999933","2.457000017","2.625","2018-12-03","0.6800000070000001","0.6800000070000001","0.550000012","0.560000002","2018-12-03","11.5","11.5","10.0","11.0"
"2018-12-04","5.570000172","5.5399999620000004","5.309999943","5.340000153","2018-12-04","14.94999981","14.89000034","14.13000011","14.27999973","2018-12-04","17.12999916","16.95000076","16.44000053","16.48999977","2018-12-04","21.46999931","20.95999908","20.71999931","20.78000069","2018-12-04","47.52999878","47.40999985","44.36999893","44.5","2018-12-04","6.940000057000001","6.940000057000001","6.650000095","6.659999847000001","2018-12-04","12.02000046","11.92000008","11.30000019","11.36999989","2018-12-04","6.340000152999999","5.670000076","5.599999905","5.659999847000001","2018-12-04","40.45000076","39.88999939","38.25999832","38.54000092","2018-12-04","368.67999269999996","356.0499878","352.0","359.7000122","2018-12-04","10.85000038","10.75","10.55000019","10.59000015","2018-12-04","26.38999939","26.34000015","24.85000038","24.96999931","2018-12-04","10.53999996","10.53999996","9.779999733","10.0","2018-12-04","0.0229","0.0229","0.02","0.021819999","2018-12-04","0.21999999899999997","0.200000003","0.180000007","0.180000007","2018-12-04","2.7300000189999998","2.589999914","2.484999895","2.53399992","2018-12-04","0.550000012","0.550000012","0.49000001","0.540000021","2018-12-04","11.5","11.5","10.5","11.0"
"2018-12-06","5.420000076","5.320000172","4.940000057","5.400000095","2018-12-06","14.63000011","14.07999992","13.71000004","14.60999966","2018-12-06","16.54999924","16.18000031","15.90999985","16.46999931","2018-12-06","21.25","20.72999954","20.35000038","21.20999908","2018-12-06","44.50999832","43.75","43.43000031","43.70999908","2018-12-06","6.7899999620000004","6.53000021","6.5","6.71999979","2018-12-06","11.88000011","11.06000042","10.85999966","11.80000019","2018-12-06","6.139999866","5.4499998089999995","5.409999847000001","5.8699998860000004","2018-12-06","41.64500046","38.0","37.68000031","40.38000107","2018-12-06","367.38000489999996","356.01000980000003","350.76000980000003","363.05999760000003","2018-12-06","10.69999981","10.56999969","10.48999977","10.68999958","2018-12-06","25.12999916","23.97999954","23.96999931","25.01000023","2018-12-06","10.03999996","9.989999771","9.850000381000001","10.0","2018-12-06","0.024","0.022000000000000002","0.018999999","0.021","2018-12-06","0.21999999899999997","0.180000007","0.180000007","0.180000007","2018-12-06","2.71600008","2.53399992","2.450000048","2.450000048","2018-12-06","0.639999986","0.550000012","0.540000021","0.629999995","2018-12-06","11.5","10.5","10.5","11.0"
"2018-12-07","5.4499998089999995","5.3800001139999996","5.190000057","5.21999979","2018-12-07","14.88000011","14.61999989","13.81999969","13.96000004","2018-12-07","16.72999954","16.55999947","16.07999992","16.27000046","2018-12-07","21.5","21.18000031","21.04999924","21.14999962","2018-12-07","44.70999908","43.83000183","42.16999817","42.59000015","2018-12-07","6.929999828","6.730000018999999","6.510000229","6.5399999620000004","2018-12-07","12.19999981","11.72999954","11.60000038","11.78999996","2018-12-07","5.989999771","5.889999866","5.650000095","5.679999828","2018-12-07","40.2179985","39.79999924","37.77999878","38.02999878","2018-12-07","379.48999019999997","369.0","357.64999389999997","357.9700012","2018-12-07","10.88000011","10.69999981","10.69999981","10.85999966","2018-12-07","25.61000061","25.02000046","24.20000076","24.29999924","2018-12-07","10.10000038","10.07999992","9.850000381000001","10.10000038","2018-12-07","0.023499999","0.02345","0.017999999","0.019099999","2018-12-07","0.21999999899999997","0.180000007","0.180000007","0.189999998","2018-12-07","2.499000072","2.484999895","2.24000001","2.470999956","2018-12-07","0.629999995","0.629999995","0.560000002","0.5699999929999999","2018-12-07","10.75","10.75","10.5","10.5"
"2018-12-10","5.400000095","5.1300001139999996","5.1199998860000004","5.28000021","2018-12-10","14.31999969","13.96000004","13.65999985","14.14000034","2018-12-10","16.68000031","16.20000076","16.02000046","16.42000008","2018-12-10","21.39999962","21.01000023","20.89999962","21.29000092","2018-12-10","43.86000061","42.36000061","42.0","43.20999908","2018-12-10","6.690000057000001","6.53000021","6.440000057000001","6.6199998860000004","2018-12-10","12.19999981","11.61999989","11.48999977","12.01000023","2018-12-10","5.769999981000001","5.679999828","5.519999981000001","5.679999828","2018-12-10","39.11999893","37.79000092","37.79000092","38.72999954","2018-12-10","365.980011","360.0","353.11999510000004","365.14999389999997","2018-12-10","10.85999966","10.85999966","10.61999989","10.73999977","2018-12-10","25.37000084","24.0","24.0","25.12000084","2018-12-10","10.18000031","10.18000031","9.840000153","9.949999809","2018-12-10","0.022500001000000002","0.02","0.017000001","0.0185","2018-12-10","0.200000003","0.189999998","0.189999998","0.200000003","2018-12-10","2.575999975","2.470999956","2.170000076","2.338000059","2018-12-10","0.600000024","0.600000024","0.550000012","0.5699999929999999","2018-12-10","11.25","11.0","10.0","11.25"
"2018-12-11","5.440000057000001","5.400000095","5.0500001910000005","5.1199998860000004","2018-12-11","14.47999954","14.43000031","13.88000011","14.11999989","2018-12-11","17.0","16.70000076","15.93999958","16.07999992","2018-12-11","21.54000092","21.47999954","21.0","21.10000038","2018-12-11","44.40000153","43.88000107","42.04000092","42.45000076","2018-12-11","6.769999981000001","6.7100000379999996","6.269999981000001","6.3000001910000005","2018-12-11","12.31000042","12.23999977","11.92000008","12.18999958","2018-12-11","6.03000021","5.75","5.670000076","5.6999998089999995","2018-12-11","39.91999817","39.15000153","38.65999985","38.95000076","2018-12-11","372.17001339999996","369.9100037","360.230011","366.76000980000003","2018-12-11","10.96000004","10.75","10.72000027","10.84000015","2018-12-11","25.48999977","25.46999931","23.95000076","24.70999908","2018-12-11","10.10999966","10.0","9.600000381000001","10.06000042","2018-12-11","0.02","0.02","0.0143","0.017000001","2018-12-11","0.21999999899999997","0.200000003","0.189999998","0.200000003","2018-12-11","2.414999962","2.302999973","2.302999973","2.3099999430000002","2018-12-11","0.589999974","0.5699999929999999","0.540000021","0.560000002","2018-12-11","11.5","11.5","9.850000381000001","10.5"
"2018-12-12","5.289999962","5.150000095","4.980000018999999","5.0","2018-12-12","14.56000042","14.34000015","13.90999985","14.40999985","2018-12-12","16.89999962","16.32999992","16.12999916","16.80999947","2018-12-12","21.38999939","21.19000053","20.93000031","21.0","2018-12-12","43.81999969","42.84999847","41.11999893","43.59999847","2018-12-12","6.5399999620000004","6.389999866","6.320000172","6.409999847000001","2018-12-12","12.69999981","12.25","12.10000038","12.36999989","2018-12-12","5.900000095","5.840000152999999","5.659999847000001","5.8000001910000005","2018-12-12","39.35100174","39.29999924","38.20000076","38.75999832","2018-12-12","371.9100037","369.42001339999996","365.1600037","366.60000610000003","2018-12-12","10.96000004","10.89000034","10.52999973","10.60999966","2018-12-12","25.93000031","24.65999985","24.37000084","25.32999992","2018-12-12","10.36400032","9.779999733","9.75","9.899999618999999","2018-12-12","0.017000001","0.0155","0.0142","0.016000001","2018-12-12","0.21999999899999997","0.21999999899999997","0.180000007","0.180000007","2018-12-12","2.3659999369999998","2.3099999430000002","2.3099999430000002","2.345000029","2018-12-12","0.629999995","0.540000021","0.540000021","0.600000024","2018-12-12","10.5","10.0","10.0","10.5"
